METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG
4006,TICKETLESS METER MULTISPACE ,FORTESCUE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Fortescue St between York Pde & Laisby Driver in Spring Hill,4,0,,153.023612,-27.458958,4000294,9.2
4007,TICKETLESS METER MULTISPACE ,ST PAULS TCE,SPRING HILL,3,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,St Pauls Tce between Gloucester St & Boundary St in Spring Hill,5,0,,153.027436,-27.460389,4000316,
4008,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Kaligna Ave & Pool Entry in Spring Hill,16,0,,153.022179,-27.458441,4000263,9.2
4009,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Kaligna Ave & Pool Entry in Spring Hill,13,0,,153.024164,-27.457185,4000263,9.2
4010,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Pool Entry & Brunswick Tce in Spring Hill,11,0,,153.02688,-27.453861,4000431,9.2
4011,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,4,"NO STOPPING 7-9 AM, 4-6 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Brunswick Tce & Warry St in Spring Hill,7,0,,153.028017,-27.453254,4000430,
4012,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between Gregory Tce & Water St in Spring Hill,14,0,,153.028,-27.454064,4000336,9.2
4013,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Warry St between Gregory Tce & Water St in Spring Hill,5,0,,153.028634,-27.454581,4000337,
4014,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between Water St & Bathgate St in Spring Hill,7,0,,153.028709,-27.454737,4000336,9.2
4015,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between Bathgate St & Gregory Tce in Spring Hill,5,0,,153.027535,-27.453823,4000335,
4016,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Warry St & Kennigo St in Spring Hill,5,0,,153.027167,-27.453902,4000431,9.2
4017,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Gregory Tce & Bathgate St in Spring Hill,4,0,,153.027193,-27.454255,4000433,9.2
4018,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Bathgate St & Water St in Spring Hill,6,0,,153.027826,-27.454772,4000433,9.2
4019,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Gregory Tce & Water St in Spring Hill,5,0,,153.028589,-27.455312,4000433,9.2
4020,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Water St & Gregory Tce in Spring Hill,7,0,,153.028385,-27.455341,4000432,
4021,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Water St & Gregory Tce in Spring Hill,4,0,,153.027192,-27.454386,4000433,9.2
4022,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Kennigo St & Hill St in Spring Hill,4,0,,153.026936,-27.454435,4000431,9.2
4023,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Hill St & Park St in Spring Hill,4,0,,153.026854,-27.454979,4000431,9.2
4024,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Hill St & Park St in Spring Hill,4,0,,153.026621,-27.455031,4000431,9.2
4025,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Water St between Warry St & Kennigo St in Spring Hill,6,0,,153.028841,-27.455278,4000436,9.2
4026,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between Water St & St Pauls Tce in Spring Hill,12,0,,153.029587,-27.455149,4000390,
4027,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between Water St & St Pauls Tce in Spring Hill,8,0,,153.030457,-27.455822,4000390,
4028,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Warry St between St Pauls Tce & Water St in Spring Hill,4,0,,153.030928,-27.456305,4000340,
4029,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between St Pauls Tce & Water St in Spring Hill,16,0,,153.030306,-27.455844,4000338,9.2
4030,TICKETLESS METER MULTISPACE ,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Warry St between St Pauls Tce & Water St in Spring Hill,6,0,,153.029733,-27.455355,4000338,9.2
4031,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Water St & St Pauls Tce in Spring Hill,9,0,,153.029291,-27.455901,4000433,9.2
4032,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between Water St & St Pauls Tce in Spring Hill,10,0,,153.029711,-27.456235,4000432,
4033,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between St Pauls Tce & Water St in Spring Hill,7,0,,153.030089,-27.456641,4000432,
4034,TICKETLESS METER MULTISPACE ,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Kennigo St between St Pauls Tce & Water St in Spring Hill,8,0,,153.029092,-27.455848,4000432,
4035,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Water St between Kennigo St & Grenier St in Spring Hill,5,0,,153.028761,-27.455819,4000436,9.2
4036,TICKETLESS METER MULTISPACE ,ST PAULS TCE,FORTITUDE VALLEY,4,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,St Pauls Tce between Gipps St & Gotha St in Spring Hill,5,0,,153.03031,-27.457463,4000342,
4037,TICKETLESS METER MULTISPACE ,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Love St between Water St & St Pauls Tce in Spring Hill,12,0,,153.028734,-27.456726,4000330,9.2
4038,TICKETLESS METER MULTISPACE ,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Love St between Water St & St Pauls Tce in Spring Hill,10,0,,153.029343,-27.457188,4000330,9.2
4039,TICKETLESS METER MULTISPACE ,LOVE ST,SPRING HILL,4,"30 MIN FREE PARKING 6AM-10AM, 3PM - 5PM MON-FRI",MON-FRI,10AM-3PM,"Zone 2, 15 min free",1.8,,Love St between St Pauls Tce & Water St in Spring Hill,8,0,,153.029556,-27.457537,4000325,
4040,TICKETLESS METER MULTISPACE ,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Love St between St Pauls Tce & Water St in Spring Hill,10,0,,153.029061,-27.457152,4000330,9.2
4041,TICKETLESS METER MULTISPACE ,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Love St between St Pauls Tce & Water St in Spring Hill,4,0,,153.028372,-27.456616,4000330,9.2
4043,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Water St between Love St & Quarry St in Spring Hill,12,0,,153.027907,-27.456888,4000436,9.2
4044,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Water St between Hipwood St & Royal Ave in Spring Hill,2,0,,153.026935,-27.457637,4000300,9.2
4045,TICKETLESS METER MULTISPACE ,ROYAL AVE,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Royal Ave between Water St & Kinross St in Spring Hill,5,0,,153.027272,-27.45728,4000300,9.2
4046,TICKETLESS METER MULTISPACE ,KINROSS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Water St between Royal Ave & Kinross St in Spring Hill,7,0,,153.027804,-27.456701,4000434,9.2
4049,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Kinross St & Rogers St in Spring Hill,4,0,,153.02649,-27.455734,4000431,9.2
4050,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Kinross St & Rogers St in Spring Hill,5,0,,153.025582,-27.456287,4000431,9.2
4051,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rogers St between Gregory Tce & Water St in Spring Hill,10,0,,153.025823,-27.456932,4000300,9.2
4052,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rogers St between Gregory Tce & Water St in Spring Hill,5,0,,153.02613,-27.457722,4000299,9.2
4053,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rogers St between Water St & Gregory Tce in Spring Hill,9,0,,153.026407,-27.458128,4000299,9.2
4054,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,4,"2 MIN PASSENGER LOADING ZONE 7-9AM, 2-4PM",MON-FRI,9AM-2PM,"Zone 2, 15 min free",1.8,,Rogers St between Water St & Gregory Tce in Spring Hill,5,0,,153.025678,-27.456958,4000301,
4055,TICKETLESS METER MULTISPACE ,QUARRY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Quarry St between Water St & St Pauls Tce in Spring Hill,4,0,,153.027601,-27.457567,4000329,9.2
4056,TICKETLESS METER MULTISPACE ,QUARRY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Quarry St between Water St & St Pauls Tce in Spring Hill,12,0,,153.028421,-27.458189,4000329,9.2
4057,TICKETLESS METER MULTISPACE ,QUARRY ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Quarry St between St Pauls Tce & Water St in Spring Hill,4,0,,153.028661,-27.458594,4000323,
4058,TICKETLESS METER MULTISPACE ,QUARRY ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Quarry St between St Pauls Tce & Water St in Spring Hill,13,0,,153.027999,-27.458044,4000323,
4059,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rogers St between Water St & St Pauls Tce in Spring Hill,12,0,,153.026816,-27.4586,4000299,9.2
4060,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rogers St between Water St & St Pauls Tce in Spring Hill,8,0,,153.027518,-27.459911,4000318,9.2
4061,TICKETLESS METER MULTISPACE ,ROGERS ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rogers St between St Pauls Tce & Water St in Spring Hill,5,0,,153.027165,-27.45955,4000319,
4062,TICKETLESS METER MULTISPACE ,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Victoria St between Rogers St & Water St in Spring Hill,4,0,,153.026444,-27.45882,4000319,
4063,TICKETLESS METER MULTISPACE ,ROSA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Rosa St between Boundary St & Isaac St in Spring Hill,10,0,,153.02551,-27.460599,4000321,
4064,TICKETLESS METER MULTISPACE ,ST PAULS TCE,SPRING HILL,4,CLEARWAY 4-6PM MON-FRI TOWAWAY,MON-FRI,8AM-4PM,"Zone 2, 15 min free",1.8,,St Pauls Tce between Rogers St & Quarry St in Spring Hill,14,0,,153.028041,-27.459561,4000317,
4065,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Water St between Boundary St & Isaac St in Spring Hill,7,0,,153.025154,-27.459669,4000290,9.2
4066,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,4,NO STOPPING 7-9 AM MON-FRI,MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,Water St between Boundary St & Isaac St in Spring Hill,8,0,,153.02467,-27.460331,4000289,
4067,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,Water St between Dickens St & Laisby Drive in Spring Hill,4,0,,153.024827,-27.459797,4000292,
4068,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Water St between Laisby Drive & Isaac St in Spring Hill,3,0,,153.025384,-27.459214,4000290,9.2
4069,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Water St between Union St & Victoria St in Spring Hill,5,0,,153.025802,-27.458783,4000435,
4070,TICKETLESS METER MULTISPACE ,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Victoria St between Gregory Tce & Water St in Spring Hill,6,0,,153.024814,-27.457524,4000331,
4071,TICKETLESS METER MULTISPACE ,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Victoria St between Gregory Tce & Water St in Spring Hill,4,0,,153.025783,-27.458284,4000298,
4072,TICKETLESS METER MULTISPACE ,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Union St between York Pde & Water St in Spring Hill,8,0,,153.024848,-27.45839,4000296,
4073,TICKETLESS METER MULTISPACE ,YORK PDE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,York Pde between Isaac St & Mulgrave St in Spring Hill,4,0,,153.024067,-27.458698,4000296,
4074,TICKETLESS METER MULTISPACE ,MULGRAVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Mulgrave St between York Pde & Laisby Drive in Spring Hill,3,0,,153.023959,-27.458909,4000295,9.2
4075,TICKETLESS METER MULTISPACE ,MULGRAVE ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Mulgrave St between York Pde & Laisby Drive in Spring Hill,4,0,,153.024372,-27.459241,4000293,
4076,TICKETLESS METER MULTISPACE ,YORK PDE,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,York Pde between Fortescue St & Union St in Spring Hill,9,0,,153.024308,-27.458506,4000297,9.2
4077,TICKETLESS METER MULTISPACE ,YORK PDE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,York Pde between Union St & Victoria St in Spring Hill,4,0,,153.024924,-27.458237,4000296,
4078,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Victoria St & Union St in Spring Hill,7,0,,153.024171,-27.45754,4000263,9.2
4079,TICKETLESS METER MULTISPACE ,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Union St between York Pde & Gregory Tce in Spring Hill,6,0,,153.024122,-27.457897,4000339,
4080,TICKETLESS METER MULTISPACE ,DICKENS ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Dickens St between Fortescue St & Water St in Spring Hill,6,0,,153.024362,-27.459897,4000291,
4081,TICKETLESS METER MULTISPACE ,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Union St between End & St Pauls Tce in Spring Hill,10,0,,153.027022,-27.46014,4000320,
4082,TICKETLESS METER MULTISPACE ,ISAAC ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Isaac St between St Pauls Tce & Water St in Spring Hill,7,0,,153.026467,-27.460352,4000321,
4083,TICKETLESS METER MULTISPACE ,ISAAC ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Isaac St between St Pauls Tce & Water St in Spring Hill,6,0,,153.025754,-27.459819,4000321,
4084,TICKETLESS METER MULTISPACE ,FORTESCUE ST,SPRING HILL,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Fortescue St between Dickens St & Boundary St in Spring Hill,5,0,,153.023628,-27.460454,4000283,
4085,TICKETLESS METER MULTISPACE ,FORTESCUE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Fortescue St between Wedd St & Reading St in Spring Hill,7,0,,153.02345,-27.458934,4000294,9.2
4086,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Gregory Tce between Fortescue St & Torrington St in Spring Hill,9,0,,153.022033,-27.458655,4000264,
4087,TICKETLESS METER MULTISPACE ,GREGORY TCE,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Gregory Tce between Parish St & End in Spring Hill,6,0,,153.020518,-27.459046,4000262,
4088,TICKETLESS METER MULTISPACE ,BRADLEY ST,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Bradley St between Boundary St & Gregory Tce in Spring Hill,11,0,,153.021033,-27.458888,4000262,
4089,TICKETLESS METER MULTISPACE ,TORRINGTON ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Torrington St between Boundary St & Gregory Tce in Spring Hill,4,0,,153.021475,-27.459864,4000265,
4090,TICKETLESS METER MULTISPACE ,TORRINGTON ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Torrington St between Boundary St & Gregory Tce in Spring Hill,4,0,,153.02161,-27.459163,4000265,
4091,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,1,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,"Zone 2, 15 min free",3,,Boundary St between North St & Bradley St in Spring Hill,6,0,,153.021051,-27.460397,4000255,
4092,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Boundary St between Parish St & Bradley St in Spring Hill,4,0,,153.020579,-27.460203,4000257,
4093,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Boundary St between Bradley St & Torrington St in Spring Hill,4,0,,153.020921,-27.460248,4000257,
4094,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,3,NO STOPPING 7-9 AM MON-FRI,MON-FRI,9AM-5:30PM,"Zone 2, 15 min free",3,,Boundary St between Rosa St & St Pauls Tce in Spring Hill,7,0,,153.025406,-27.460905,4000332,
4095,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,"Zone 2, 15 min free",1.8,,Boundary St between Mc Connell St & Phillips St in Spring Hill,10,0,,153.027827,-27.461276,4000308,
4096,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,"Zone 2, 15 min free",1.8,,Boundary St between Turbot St & Meinst in Spring Hill,6,0,,153.029314,-27.461636,4000308,
4097,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,"Zone 2, 15 min free",1.8,,Boundary St between Meinst & Bowen St in Spring Hill,14,0,,153.027839,-27.461416,4000308,
4098,TICKETLESS METER MULTISPACE ,BOUNDARY ST,SPRING HILL,3,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,"Zone 2, 15 min free",3,,Boundary St between Keid Lane & Hope St in Spring Hill,12,0,,153.025578,-27.461084,4000322,
4178,TICKETLESS METER MULTISPACE ,COLLEGE CLOSE CAR PA,ROMA ST PARKLAND,4,NONE,7 DAYS,7AM-7PM MON-FRI 9P SAT-SUN 7AM-7PM,Zone 1,3,1.1,College Close Car Park in Roma Street Parklands,59,0,,153.016312,-27.461672,4000167,11/6.6
4179,TICKETLESS METER MULTISPACE ,COLLEGE CLOSE CAR PA,ROMA ST PARKLAND,4,NONE,7 DAYS,7AM-7PM MON-FRI 9P SAT-SUN 7AM-7PM,Zone 1,3,1.1,College Close Car Park in Roma Street Parklands,22,0,,153.016108,-27.461991,4000167,11/6.6
4180,TICKETLESS METER MULTISPACE ,PARKLAND BOULEVARD,ROMA ST PARKLAND,3,NONE,7 DAYS,"7AM-7PM&7PM-10PM MON-FRI, 7AM-7PM SAT&SUN",Zone 1,4.9,2.2,Parkland Boulevard at Roma Street Parkland,10,0,,153.016655,-27.4625,4000168,
4181,TICKETLESS METER MULTISPACE ,PARKLAND BOULEVARD,ROMA ST PARKLAND,3,NONE,7 DAYS,"7AM-7PM&7PM-10PM MON-FRI, 7AM-7PM SAT&SUN",Zone 1,4.9,2.2,Parkland Boulevard at Roma Street Parkland,7,5,0.9,153.016747,-27.462738,"4000169,4000171m/c",
4182,TICKETLESS METER MULTISPACE ,PARKLAND BOULEVARD,ROMA ST PARKLAND,3,NONE,7 DAYS,"7AM-7PM&7PM-10PM MON-FRI, 7AM-7PM SAT&SUN",Zone 1,4.9,2.2,Parkland Boulevard at Roma Street Parkland,9,5,0.9,153.01739,-27.463538,"4000169,4000171m/c",
4183,TICKETLESS METER MULTISPACE ,PARKLAND BOULEVARD,ROMA ST PARKLAND,3,NONE,7 DAYS,"7AM-7PM&7PM-10PM MON-FRI, 7AM-7PM SAT&SUN",Zone 1,4.9,2.2,Parkland Boulevard at Roma Street Parkland,12,0,,153.018707,-27.463995,4000170,
4184,TICKETLESS METER MULTISPACE ,PLATFORM 10,ROMA ST PARKLAND,3,NONE,7 DAYS,"7AM-7PM&7PM-10PM MON-FRI, 7AM-7PM SAT&SUN",Zone 1,4.9,2.2,"Platform 10, Roma Street Parklands",18,0,,153.019166,-27.464414,4000165,
4185,TICKETLESS METER MULTISPACE ,PLATFORM 10,ROMA ST PARKLAND,3,NONE,7 DAYS,"7AM-7PM&7PM-10PM MON-FRI, 7AM-7PM SAT&SUN",Zone 1,4.9,2.2,"Platform 10, Roma Street Parklands",14,0,,153.018957,-27.464409,4000165,
4186,TICKETLESS METER MULTISPACE ,MCDOUGALL ST,MILTON,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Mcdougall St between Crombie St & Cribb St in Milton,6,0,,153.007747,-27.469814,4000241,
4187,TICKETLESS METER MULTISPACE ,GRANZELLA ST,MILTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Granzella St between Milton Rd & Black St in Milton,6,0,,153.008092,-27.467173,4000251,9.2
4188,TICKETLESS METER MULTISPACE ,WALSH ST,MILTON,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Walsh St between Railway Tce & Mcdougall St in Milton,9,0,,153.006367,-27.469638,4000242,
4189,TICKETLESS METER MULTISPACE ,WALSH ST,MILTON,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Walsh St between Railway Tce & Mcdougall St in Milton,4,0,,153.006669,-27.470361,4000242,
4196,TICKETLESS METER MULTISPACE ,OCONNELL TCE,BOWEN HILLS,4,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,O'Connell Tce between Bowen Bridge Rd & Brookes St in Bowen Hills,8,0,,153.030345,-27.448098,4000512,
4197,TICKETLESS METER MULTISPACE ,OCONNELL TCE,Bowen Hills,4,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,O'Connell Tce between Bowen Bridge Rd & Brookes St in Bowen Hills,16,0,,153.031174,-27.448235,4000512,
4199,TICKETLESS METER MULTISPACE ,MARY ST,BRISBANE CITY,3,NONE,7 DAYS,"7AM-7PM, 7PM-10PM MON-FRI, 7AM-7PM SAT,SUN",Zone 1,4.9,2.2,Mary St between Edward St & Albert St in CBD,10,0,,153.028599,-27.471141,4000114,
