METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG
4653,TICKETLESS METER MULTISPACE ,FORTESCUE ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Fortescue St between Leichhardt St & Boundary St in Spring Hill,6,0,,153.023352,-27.461339,4000280,9.2
4654,TICKETLESS METER MULTISPACE ,FORTESCUE ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Fortescue St between Boundary St & Leichhardt St in Spring Hill,4,0,,153.023463,-27.461567,4000280,9.2
4655,TICKETLESS METER MULTISPACE ,LITTLE EDWARD ST,SPRING HILL,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Little Edward St between Boundary St & Leichhardt St in Spring Hill,7,0,,153.024348,-27.462034,4000287,
4656,TICKETLESS METER MULTISPACE ,LITTLE EDWARD ST,SPRING HILL,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Little Edward St between Boundary St & Leichhardt St in Spring Hill,3,0,,153.024492,-27.461265,4000287,
4657,TICKETLESS METER MULTISPACE ,SEDGEBROOK ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Sedgebrook St between Mcnally St & Sedgebrook St in Spring Hill,2,0,,153.02315,-27.462837,4000275,9.2
4658,TICKETLESS METER MULTISPACE ,BERRY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Berry St between Terrace Lane & Mcnally St in Spring Hill,3,0,,153.02349,-27.463148,4000284,
4659,TICKETLESS METER MULTISPACE ,SEDGEBROOK ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Sedgebrook St between Mcnally St & Sedgebrook St in Spring Hill,10,0,,153.022888,-27.463487,4000275,9.2
4660,TICKETLESS METER MULTISPACE ,TERRACE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Terrace St between Sedgebrook St & Terrace Lane in Spring Hill,4,0,,153.023144,-27.463919,4000275,9.2
4661,TICKETLESS METER MULTISPACE ,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Water St between Victoria St & Isaac St in Spring Hill,10,0,,153.025597,-27.459215,4000290,9.2
4662,TICKETLESS METER MULTISPACE ,FLYNN ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Flynn St between Berry St & Up Edward St in Spring Hill,4,0,,153.024008,-27.463524,4000284,
4663,TICKETLESS METER MULTISPACE ,BERRY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Berry St between Flynn St & Wickham Tce in Spring Hill,5,0,,153.023724,-27.46453,4000284,
4664,TICKETLESS METER MULTISPACE ,BERRY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Berry St between Flynn St & Wickham Tce in Spring Hill,7,0,,153.023907,-27.465042,4000284,
4665,TICKETLESS METER MULTISPACE ,UPR EDWARD ST,SPRING HILL,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Up Edward St between Leichhardt St & Astor Tce in Spring Hill,3,0,,153.024532,-27.463274,4000286,
4666,TICKETLESS METER MULTISPACE ,ASTOR TCE,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Astor Tce between Portman Lane & Henry St in Spring Hill,2,0,,153.026239,-27.463346,4000303,
4667,TICKETLESS METER MULTISPACE ,WHARF ST,SPRING HILL,2,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,"Zone 2, 15 min free",3,,Wharf St between Astor Tce & Leichhardt St in Spring Hill,8,0,,153.0271,-27.462532,4000305,
4668,TICKETLESS METER MULTISPACE ,WHARF ST,SPRING HILL,2,CLEARWAY 7-9AM MON-FRI TOWAWAY,MON-FRI,9AM-5:30PM,"Zone 2, 15 min free",3,,Wharf St between Leichhardt St & Turbot St in Spring Hill,6,0,,153.027251,-27.462491,4000306,
4669,TICKETLESS METER MULTISPACE ,TWINE ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Twine St between Wickham Tce & End in Spring Hill,7,0,,153.021279,-27.463147,4000279,9.2
4670,TICKETLESS METER MULTISPACE ,ST PAULS TCE,SPRING HILL,4,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,St Pauls Tce between Warren St & Gloucester St in Spring Hill,5,0,,153.028877,-27.458916,4000314,
4671,TICKETLESS METER MULTISPACE ,ST PAULS TCE,SPRING HILL,4,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,St Pauls Tce between Warren St & Gloucester St in Spring Hill,5,0,,153.028507,-27.459289,4000314,
4672,TICKETLESS METER MULTISPACE ,GLOUCESTER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Gloucester St between St Pauls Tce & Thornbury St in Spring Hill,4,0,,153.028705,-27.460049,4000313,9.2
4673,TICKETLESS METER MULTISPACE ,BOWEN ST,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Bowen St between Carrol Lane & Boundary St in Spring Hill,4,0,,153.027518,-27.4617,4000307,
4674,TICKETLESS METER MULTISPACE ,THORNBURY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Thornbury St between Road & Warren St in Spring Hill,8,0,,153.029516,-27.459647,4000312,9.2
4675,TICKETLESS METER MULTISPACE ,THORNBURY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Thornbury St between Warren St & Gloucester St in Spring Hill,4,0,,153.029838,-27.459467,4000312,9.2
4676,TICKETLESS METER MULTISPACE ,THORNBURY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Thornbury St between Warren St & Gloucester St in Spring Hill,7,0,,153.029223,-27.46009,4000312,9.2
4677,TICKETLESS METER MULTISPACE ,PHILLIPS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Phillips St between Boundary St & Gloucester St in Spring Hill,7,0,,153.028035,-27.460841,4000313,9.2
4678,TICKETLESS METER MULTISPACE ,MEIN ST,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Mein St between Boundary St & Bowen St in Spring Hill,6,0,,153.028726,-27.461917,4000307,
4679,TICKETLESS METER MULTISPACE ,HARTLEY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hartley St between Gloucester St & Boundary St in Spring Hill,8,0,,153.029532,-27.461234,4000309,9.2
4680,TICKETLESS METER MULTISPACE ,SCHOOL ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,School St between Boundary St & Warren St in Spring Hill,13,0,,153.030424,-27.461051,4000311,9.2
4681,TICKETLESS METER MULTISPACE ,SCHOOL ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,School St between Boundary St & Warren St in Spring Hill,8,0,,153.030382,-27.460231,4000311,9.2
4682,TICKETLESS METER MULTISPACE ,BARRY PDE,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Barry Pde between Wickham St & Warren St in Spring Hill,7,0,,153.030802,-27.460719,4000437,
4683,TICKETLESS METER MULTISPACE ,ANN ST,FORTITUDE VALLEY,2,NO STOPPING BUSES EXCEPTED 4-7 PM,MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Ann St between Gotha St & Boundary St in Brisbane City,5,0,,153.032044,-27.461278,4000395,
4684,TICKETLESS METER MULTISPACE ,WARREN ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Warren St between Barry Pde & Wickham St in Fortitude Valley,7,0,,153.031387,-27.460359,4000348,
4685,TICKETLESS METER MULTISPACE ,WARREN ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Warren St between St Pauls Tce & Barry Pde in Fortitude Valley,9,0,,153.029575,-27.458937,4000344,9.2
4686,TICKETLESS METER MULTISPACE ,BARRY PDE,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Barry Pde between Gotha St & Warren St in Fortitude Valley,5,0,,153.030938,-27.459907,4000437,
4687,TICKETLESS METER MULTISPACE ,GOTHA ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gotha St between Barry Pde & St Pauls Tce in Fortitude Valley,8,0,,153.030134,-27.458575,4000341,9.2
4688,TICKETLESS METER MULTISPACE ,GOTHA ST,FORTITUDE VALLEY,2,NO STOPPING 7-9AM,MON-FRI,9AM-5:30PM,"Zone 2, 15 min free",3,,Gotha St between Barry Pde & Wickham St in Fortitude Valley,5,0,,153.031103,-27.45915,4000438,
4689,TICKETLESS METER MULTISPACE ,AGNES ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Agnes St between Gipps St & Gotha St in Fortitude Valley,6,0,,153.030413,-27.458336,4000341,9.2
4690,TICKETLESS METER MULTISPACE ,AGNES ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Agnes St between Gotha St & Gipps St in Fortitude Valley,4,0,,153.030543,-27.458023,4000341,9.2
4691,TICKETLESS METER MULTISPACE ,BARRY PDE,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Barry Pde between Gipps St & Gotha St in Fortitude Valley,5,0,,153.031144,-27.458663,4000437,
4692,TICKETLESS METER MULTISPACE ,LITTLE ST,FORTITUDE VALLEY,1,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Little St between End & End in Fortitude Valley,7,0,,153.031882,-27.458732,4000440,
4693,TICKETLESS METER MULTISPACE ,ALFRED ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Alfred St between Yeovil St & Gipps St in Fortitude Valley,4,0,,153.031738,-27.457272,4000351,
4694,TICKETLESS METER MULTISPACE ,ALFRED ST,FORTITUDE VALLEY,1,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Alfred St between Yeovil St & Gipps St in Fortitude Valley,6,0,,153.031766,-27.457104,4000844,
4695,TICKETLESS METER MULTISPACE ,AGNES ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Agnes St between Gipps St & Gotha St in Fortitude Valley,2,0,,153.03094,-27.457617,4000341,9.2
4696,TICKETLESS METER MULTISPACE ,WEDD ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Wedd St between Fortescue St & End in Spring Hill,6,0,,153.023068,-27.459689,4000281,9.2
4697,TICKETLESS METER MULTISPACE ,WEDD ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Wedd St between End & Fortescue St in Spring Hill,4,0,,153.023239,-27.459609,4000282,
4698,TICKETLESS METER MULTISPACE ,LILLEY ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Lilley St between Birley St & Wickham Tce in Fortitude Valley,7,0,,153.0209,-27.463502,4000274,9.2
4699,TICKETLESS METER MULTISPACE ,LILLEY ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Lilley St between Wickham Tce & Birley St in Fortitude Valley,3,0,,153.022035,-27.463939,4000274,9.2
4700,TICKETLESS METER MULTISPACE ,BIRLEY ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Birley St between Wickham Tce & Penton La in Fortitude Valley,4,0,,153.021659,-27.464861,4000829,
4701,TICKETLESS METER MULTISPACE ,UPR EDWARD ST,SPRING HILL,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Up Edward St between Leichhardt St & Astor Tce in Spring Hill,2,0,,153.024718,-27.4642,4000286,
4702,TICKETLESS METER MULTISPACE ,UPR EDWARD ST,SPRING HILL,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Up Edward St between Leichhardt St & Astor Tce in Spring Hill,2,0,,153.02484,-27.464127,4000286,
4710,TICKETLESS METER MULTISPACE ,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Grove,8,0,,153.022118,-27.448976,4000415,9.2
4711,TICKETLESS METER MULTISPACE ,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Grove,11,0,,153.020187,-27.44875,4000415,9.2
4712,TICKETLESS METER MULTISPACE ,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Grove,8,0,,153.019311,-27.448631,4000415,9.2
4715,TICKETLESS METER MULTISPACE ,LESTRANGE TCE,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,L'Estrange Tce between Herston Road & Lorimer Tce in Kelvin Grove,21,0,,153.014218,-27.448531,4000414,
4716,TICKETLESS METER MULTISPACE ,LESTRANGE TCE,KELVIN GROVE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,L'Estrange Tce between Kelvin Grove Rd & Lorimer Tce in Kelvin Grove,10,0,,153.012903,-27.448749,4000413,9.2
4718,TICKETLESS METER MULTISPACE ,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Herston Road between Hetherington & Wyndham St in Kelvin Grove,5,0,,153.021921,-27.448814,4000415,9.2
4720,TICKETLESS METER MULTISPACE ,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Victoria Park Rd between L'Estrange Tce & Icb in Kelvin Grove,19,0,,153.016226,-27.452882,4000402,9.2
4725,TICKETLESS METER MULTISPACE ,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Victoria Park Rd between Normanby Tce & Rochester Tce in Kelvin Grove,27,0,,153.016501,-27.455824,4000400,9.2
4726,TICKETLESS METER MULTISPACE ,VICTORIA PARK RD,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Victoria Park Rd between Maidstone St & Carraway St in Kelvin Grove,8,0,,153.016057,-27.454582,4000401,
4727,TICKETLESS METER MULTISPACE ,VICTORIA PARK RD,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Victoria Park Rd between Maidstone St & Carraway St in Kelvin Grove,12,0,,153.015995,-27.453594,4000401,
4728,TICKETLESS METER MULTISPACE ,VICTORIA PARK RD,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Victoria Park Rd between Blamey St & Musk Ave in Kelvin Grove,4,0,,153.016183,-27.452605,4000401,
4729,TICKETLESS METER MULTISPACE ,MUSK AVE,KELVIN GROVE,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Musk Ave between Victoria Park Rd & Blamey St in Kelvin Grove,14,0,,153.015109,-27.452228,4000403,
4730,TICKETLESS METER MULTISPACE ,MUSK AVE,KELVIN GROVE,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Musk Ave between Victoria Park Rd & Blamey St in Kelvin Grove,11,0,,153.014252,-27.452857,4000423,
4731,TICKETLESS METER MULTISPACE ,BLAMEY ST,KELVIN GROVE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Blameyst between Musk Ave & Victoria Park Rd in Kelvin Grove,12,0,,153.015378,-27.45316,4000406,
4732,TICKETLESS METER MULTISPACE ,BLAMEY ST,KELVIN GROVE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Blameyst between Musk Ave & Victoria Park Rd in Kelvin Grove,6,0,,153.015711,-27.453113,4000406,
4733,TICKETLESS METER MULTISPACE ,RAMSGATE ST,KELVIN GROVE,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Ramsgate St between Blameyst & Carraway St in Kelvin Grove,7,0,,153.015196,-27.453956,4000408,
4734,TICKETLESS METER MULTISPACE ,CARRAWAY ST,KELVIN GROVE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Carraway St between Ramsgate St & Victoria Park Rd in Kelvin Grove,8,0,,153.015595,-27.454318,4000409,9.2
4735,TICKETLESS METER MULTISPACE ,CARRAWAY ST,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Carraway St between Ramsgate St & Musk Ave in Kelvin Grove,11,0,,153.014542,-27.454329,4000410,
4736,TICKETLESS METER MULTISPACE ,MUSK AVE,KELVIN GROVE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Musk Ave between Carraway St & Gona Pde in Kelvin Grove,8,0,,153.013855,-27.45505,4000412,9.2
4737,TICKETLESS METER MULTISPACE ,MUSK AVE,KELVIN GROVE,1,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Musk Ave between Kelvin Grove Rd & Blameyst in Kelvin Grove,13,0,,153.01378,-27.454604,4000411,
4738,TICKETLESS METER MULTISPACE ,BLAMEY ST,KELVIN GROVE,1,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Blameyst between Ramsgate St & Musk Ave in Kelvin Grove,10,0,,153.014662,-27.453443,4000407,
4739,TICKETLESS METER MULTISPACE ,RAMSGATE ST,KELVIN GROVE,1,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Ramsgate St between Carraway St & Blameyst in Kelvin Grove,5,0,,153.015081,-27.453805,4000407,
4740,TICKETLESS METER MULTISPACE ,BLAMEY ST,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Blameyst between Musk Ave & Kelvin Grove Rd in Kelvin Grove,6,0,,153.013723,-27.453294,4000405,9.2
4741,TICKETLESS METER MULTISPACE ,MUSK AVE,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Musk Ave between Robinson Pl & Victoria Park Rd in Kelvin Grove,15,0,,153.014888,-27.452215,4000404,
4742,TICKETLESS METER MULTISPACE ,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Musk Ave between Robinson Pl & Victoria Park Rd in Kelvin Grove,36,0,,153.013791,-27.450937,4000402,9.2
4743,TICKETLESS METER MULTISPACE ,GILCHRIST AVE,HERSTON,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gilchrist Ave between Herston Rd & End in Kelvin Grove,11,0,,153.025709,-27.450696,4000418,
4745,TICKETLESS METER MULTISPACE ,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gilchrist Ave between Herston Rd & End in Kelvin Grove,46,0,,153.023392,-27.452224,4000417,9.2
4746,TICKETLESS METER MULTISPACE ,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gilchrist Ave between Herston Rd & End in Kelvin Grove,20,0,,153.023121,-27.45262,4000417,9.2
4748,TICKETLESS METER MULTISPACE ,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gilchrist Ave between Herston Rd & End in Kelvin Grove,37,0,,153.02419,-27.451162,4000417,9.2
4749,TICKETLESS METER MULTISPACE ,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Gilchrist Ave between End & Herston Rd in Kelvin Grove,21,0,,153.025868,-27.450516,4000417,9.2
4800,TICKETLESS METER MULTISPACE ,PATRICK LANE,AUCHENFLOWER,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Patrick Lane between Dixon St & Land St in Auchenflower,8,0,,152.996475,-27.479299,4000224,
4801,TICKETLESS METER MULTISPACE ,DIXON ST,AUCHENFLOWER,4,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",0.8,,Dixon St between Auchenflower Tce & Park Lane in Auchenflower,5,0,,152.995605,-27.477854,4000201,
4802,TICKETLESS METER MULTISPACE ,DIXON ST,AUCHENFLOWER,2,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",1.7,,Dixon St between Park Lane & Milton Rd in Auchenflower,5,0,,152.99516,-27.477385,4000198,
4803,TICKETLESS METER MULTISPACE ,DIXON ST,AUCHENFLOWER,2,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",1.7,,Dixon St between Park Lane & Milton Rd in Auchenflower,22,0,,152.994406,-27.4766,4000203,
4804,TICKETLESS METER MULTISPACE ,DIXON ST,AUCHENFLOWER,9,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",0.8,,Dixon St between Milton Rd & Auchenflower Tce in Auchenflower,23,0,,152.994876,-27.476907,4000202,5.5
4805,TICKETLESS METER MULTISPACE ,DIXON ST,AUCHENFLOWER,9,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",0.8,,Dixon St between Milton Rd & Auchenflower Tce in Auchenflower,13,0,,152.995534,-27.477581,4000202,5.5
4806,TICKETLESS METER MULTISPACE ,MCILWRAITH ST,AUCHENFLOWER,9,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",0.8,,Mcilwraith St between Auchenflower Tce & Harriett St in Auchenflower,9,0,,152.99601,-27.476826,4000204,5.5
4807,TICKETLESS METER MULTISPACE ,MCILWRAITH ST,AUCHENFLOWER,2,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",1.7,,Mcilwraith St between Auchenflower Tce & Harriett St in Auchenflower,9,0,,152.995423,-27.476242,4000205,
4808,TICKETLESS METER MULTISPACE ,MCILWRAITH ST,AUCHENFLOWER,9,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",0.8,,Mcilwraith St between Harriett St & Auchenflower Tce in Auchenflower,13,0,,152.995764,-27.476456,4000204,5.5
4809,TICKETLESS METER MULTISPACE ,RIDLEY ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",0.8,,Ridley St between Auchenflower Tce & Harriett St in Auchenflower,9,0,,152.996272,-27.475762,4000211,5.5
4810,TICKETLESS METER MULTISPACE ,RIDLEY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",1.7,,Ridley St between Milton Rd & Eagle Tce in Auchenflower,10,0,,152.995998,-27.475256,4000210,
4812,TICKETLESS METER MULTISPACE ,GRIMES ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",0.8,,Grimes St between Eagle Tce & Milton Rd in Auchenflower,13,0,,152.996777,-27.4749,4000212,5.5
4813,TICKETLESS METER MULTISPACE ,GRIMES ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",1.7,,Grimes St between Milton Rd & Eagle Tce in Auchenflower,12,0,,152.996898,-27.474764,4000213,
4815,TICKETLESS METER MULTISPACE ,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Chasely St between Coronation Dr & Lang Pde in Auchenflower,11,0,,152.998984,-27.478041,4000214,
4816,TICKETLESS METER MULTISPACE ,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Chasely St between Coronation Dr & Lang Pde in Auchenflower,8,0,,152.998376,-27.477403,4000214,
4817,TICKETLESS METER MULTISPACE ,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Chasely St between Coronation Dr & Lang Pde in Auchenflower,8,0,,152.998106,-27.477128,4000214,
4818,TICKETLESS METER MULTISPACE ,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Chasely St between Coronation Dr & Lang Pde in Auchenflower,10,0,,152.997503,-27.476489,4000214,
4819,TICKETLESS METER MULTISPACE ,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Chasely St between Lang Pde & Dunmore Tce in Auchenflower,13,0,,152.997931,-27.476739,4000214,
4820,TICKETLESS METER MULTISPACE ,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Chasely St between Lang Pde & Dunmore Tce in Auchenflower,8,0,,152.998607,-27.477467,4000214,
4821,TICKETLESS METER MULTISPACE ,LANG PDE,AUCHENFLOWER,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Lang Pde between End & Cue St in Auchenflower,9,0,,152.997718,-27.47564,4000221,
4822,TICKETLESS METER MULTISPACE ,RIDLEY ST,AUCHENFLOWER,4,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",0.8,,Ridley St between Burt St & Harriett St in Auchenflower,9,0,,152.995554,-27.474999,4000209,
4823,TICKETLESS METER MULTISPACE ,LANG PDE,AUCHENFLOWER,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",0.8,,Lang Pde between Coronation Dr & Dunmore Tce in Auchenflower,5,0,,153.002383,-27.47489,4000216,
4824,TICKETLESS METER MULTISPACE ,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,11,0,,153.00194,-27.474932,4000215,
4825,TICKETLESS METER MULTISPACE ,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,8,0,,153.001345,-27.475511,4000215,
4826,TICKETLESS METER MULTISPACE ,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,6,0,,153.000735,-27.476083,4000215,
